,lga_id,lga_name,postal_town,postal_postcode,address_postcode
2054,441,Maroondah (C),WONGA PARK,3115,3136
2055,217,Frankston (C),FRANKSTON,3199,3911
2056,111,Boroondara (C),KEW,3101,3101
2057,478,Mildura (RC),MILDURA,3500,3500
2058,283,Greater Shepparton (C),SHEPPARTON,3632,3630
2059,367,Knox (C),WANTIRNA SOUTH,3152,3152
2060,726,Wyndham (C),WERRIBEE,3030,3030
2061,161,Casey (C),CLYDE NORTH,3978,3978
2062,83,Baw Baw (S),WARRAGUL,3820,3820
2063,118,Brimbank (C),SUNSHINE,3020,3020
2064,497,Monash (C),ASHWOOD,3147,3147
2065,145,Cardinia (S),PAKENHAM,3810,3810
2066,745,Yarra Ranges (S),KILSYTH,3137,3137
2067,367,Knox (C),THE BASIN,3154,3154
2068,707,Whittlesea (C),LALOR WEST,3075,3075
2069,275,Greater Geelong (C),LARA,3212,3212
2070,707,Whittlesea (C),WHITTLESEA,3757,3757
2071,421,Manningham (C),TEMPLESTOWE,3106,3106
2072,137,Campaspe (S),ECHUCA,3564,3564
2073,745,Yarra Ranges (S),BELGRAVE HEIGHTS,3160,3160
2074,497,Monash (C),OAKLEIGH,3166,3166
2075,745,Yarra Ranges (S),HEALESVILLE,3777,3777
2076,225,Gannawarra (S),KERANG,3579,3579
2077,367,Knox (C),KNOX CITY CENTRE,3152,3152
2078,83,Baw Baw (S),DROUIN,3818,3818
2079,525,Moreland (C),COBURG,3058,3058
2080,534,Mornington Peninsula (S),TYABB,3913,3913
2081,118,Brimbank (C),KEILOR DOWNS,3038,3038
2082,465,Melton (C),MELTON WEST,3337,3337
2083,745,Yarra Ranges (S),MONBULK,3793,3793
2084,534,Mornington Peninsula (S),ROSEBUD,3939,3939
2085,497,Monash (C),WHEELERS HILL,3150,3150
2086,717,Wodonga (C),LENEVA,3691,3691
2087,745,Yarra Ranges (S),KILSYTH,3137,3137
2088,367,Knox (C),WANTIRNA SOUTH,3152,3152
2089,465,Melton (C),MELTON,3337,3338
2090,425,Mansfield (S),MANSFIELD,3724,3722
2091,161,Casey (C),ENDEAVOUR HILLS,3802,3802
2092,726,Wyndham (C),WERRIBEE,3030,3030
2093,267,Greater Dandenong (C),NOBLE PARK NORTH,3174,3174
2094,649,Surf Coast (S),TORQUAY,3228,3228
2095,231,Glen Eira (C),CAULFIELD SOUTH,3162,3162
2096,617,South Gippsland (S),LEONGATHA,3953,3953
2097,673,Warrnambool (C),WARRNAMBOOL,3280,3280
2098,735,Yarra (C),ABBOTSFORD,3067,3067
2099,726,Wyndham (C),HOPPERS CROSSING,3029,3029
2100,118,Brimbank (C),KEILOR,3036,3036
2101,217,Frankston (C),CARRUM DOWNS,3201,3201
2102,66,Banyule (C),ELTHAM NORTH,3095,3095
2103,327,Hume (C),GREENVALE,3059,3059
2104,745,Yarra Ranges (S),YARRA JUNCTION,3797,3797
2105,661,Swan Hill (RC),SWAN HILL,3585,3585
2106,161,Casey (C),HAMPTON PARK,3976,3976
2107,515,Moorabool (S),BACCHUS MARSH,3340,3340
2108,161,Casey (C),CRANBOURNE,3977,3977
2109,267,Greater Dandenong (C),KEYSBOROUGH,3173,3173
2110,735,Yarra (C),ALPHINGTON,3078,3078
2111,161,Casey (C),CRANBOURNE,3977,3977
2112,83,Baw Baw (S),DROUIN,3818,3818
2113,745,Yarra Ranges (S),MOOROOLBARK,3138,3138
2114,57,Ballarat (C),DELACOMBE,3356,3356
2115,543,Mount Alexander (S),CASTLEMAINE,3450,3451
2116,485,Mitchell (S),KILMORE,3764,3764
2117,327,Hume (C),DALLAS,3048,3048
2118,425,Mansfield (S),MANSFIELD,3724,3722
2119,267,Greater Dandenong (C),SPRINGVALE,3171,3171
2120,717,Wodonga (C),WODONGA WEST,3689,3690
2121,661,Swan Hill (RC),SWAN HILL,3585,3585
2122,262,Greater Bendigo (C),BENDIGO,3550,3550
2123,262,Greater Bendigo (C),STRATHFIELDSAYE,3551,3551
2124,590,Port Phillip (C),SOUTH MELBOURNE,3205,3205
2125,161,Casey (C),CRANBOURNE EAST,3977,3977
2126,534,Mornington Peninsula (S),SOMERVILLE,3912,3912
2127,161,Casey (C),NARRE WARREN NORTH,3804,3804
2128,726,Wyndham (C),WERRIBEE NORTH,3030,3030
2129,262,Greater Bendigo (C),STRATHDALE,3550,3550
2130,327,Hume (C),DALLAS,3047,3047
2131,327,Hume (C),GLENROY,3046,3047
2132,275,Greater Geelong (C),BELMONT,3216,3222
2133,327,Hume (C),SOMERTON,3062,3064
2134,111,Boroondara (C),HAWTHORN,3122,3122
2135,275,Greater Geelong (C),GEELONG,3215,3215
2136,413,Macedon Ranges (S),NEW GISBORNE,3438,3438
2137,161,Casey (C),BERWICK,3806,3806
2138,726,Wyndham (C),WERRIBEE,3030,3029
2139,327,Hume (C),DALLAS,3047,3047
2140,118,Brimbank (C),SYDENHAM,3037,3037
2141,327,Hume (C),SUNBURY,3429,3429
2142,189,Darebin (C),BUNDOORA,3083,3073
2143,726,Wyndham (C),TARNEIT,3029,3029
2144,275,Greater Geelong (C),DRYSDALE,3222,3222
2145,283,Greater Shepparton (C),SHEPPARTON,3630,3630
2146,525,Moreland (C),FAWKNER,3060,3060
2147,145,Cardinia (S),TYNONG,3813,3813
2148,211,East Gippsland (S),BAIRNSDALE,3875,3875
2149,189,Darebin (C),EAST PRESTON,3072,3072
2150,275,Greater Geelong (C),BELMONT,3216,3216
2151,145,Cardinia (S),EMERALD,3782,3782
2152,327,Hume (C),GREENVALE,3059,3059
2153,111,Boroondara (C),HAWTHORN EAST,3123,3123
2154,57,Ballarat (C),BUNINYONG,3357,3350
2155,275,Greater Geelong (C),BELMONT,3216,3216
2156,465,Melton (C),CAROLINE SPRINGS,3023,3023
2157,649,Surf Coast (S),FRESHWATER CREEK,3216,3216
2158,413,Macedon Ranges (S),GISBORNE,3437,3438
2159,267,Greater Dandenong (C),KEYSBOROUGH,3173,3173
2160,726,Wyndham (C),POINT COOK,3030,3030
2161,161,Casey (C),NARRE WARREN,3805,3805
2162,145,Cardinia (S),BUNYIP,3815,3815
2163,460,Melbourne (C),MELBOURNE,3000,3000
2164,571,Nillumbik (S),CAMPBELLFIELD,3061,3091
2165,635,Stonnington (C),SOUTH YARRA,3141,3141
2166,275,Greater Geelong (C),LOVELY BANKS,3221,3221
2167,381,Latrobe (C),TRARALGON,3844,3844
2168,478,Mildura (RC),IRYMPLE,3498,3498
2169,267,Greater Dandenong (C),KEYSBOROUGH,3173,3173
2170,525,Moreland (C),MORELAND,3058,3044
2171,460,Melbourne (C),MELBOURNE,3000,3000
2172,267,Greater Dandenong (C),RICHMOND,3121,3174
2173,590,Port Phillip (C),ELWOOD,3184,3184
2174,465,Melton (C),HILLSIDE,3037,3037
2175,460,Melbourne (C),MELBOURNE,3000,3000
2176,283,Greater Shepparton (C),SHEPPARTON NORTH,3631,3631
2177,717,Wodonga (C),WODONGA,3689,3691
2178,717,Wodonga (C),WODONGA,3689,3690
2179,707,Whittlesea (C),SOUTH MORANG,3752,3752
2180,726,Wyndham (C),POINT COOK WEST,3030,3030
2181,145,Cardinia (S),PAKENHAM,3810,3810
2182,735,Yarra (C),RICHMOND NORTH,3121,3121
2183,262,Greater Bendigo (C),BENDIGO,3550,3550
2184,335,Indigo (S),BEECHWORTH,3747,3747
2185,534,Mornington Peninsula (S),MT MARTHA,3934,3934
2186,465,Melton (C),CAROLINE SPRINGS,3023,3023
2187,57,Ballarat (C),SEBASTOPOL,3356,3356
2188,735,Yarra (C),NORTH FITZROY,3068,3068
2189,57,Ballarat (C),MOUNT CLEAR,3350,3350
2190,101,Benalla (RC),BENALLA,3672,3672
2191,327,Hume (C),CRAIGIEBURN,3064,3059
2192,327,Hume (C),CRAIGIEBURN,3064,3064
2193,161,Casey (C),CRANBOURNE,3977,3977
2194,327,Hume (C),CRAIGIEBURN,3064,3064
2195,275,Greater Geelong (C),GEELONG,3220,3217
2196,726,Wyndham (C),WERRIBEE,3030,3024
2197,291,Hepburn (S),DAYLESFORD,3461,3461
2198,465,Melton (C),CAROLINE SPRINGS,3023,3023
2199,707,Whittlesea (C),MERNDA,3754,3754
2200,707,Whittlesea (C),EPPING,3076,3076
2201,83,Baw Baw (S),WARRAGUL,3820,3820
2202,670,Wangaratta (RC),WANGARATTA,3676,3676
2203,217,Frankston (C),LANGWARRIN SOUTH,3911,3911
2204,283,Greater Shepparton (C),SHEPPARTON,3630,3630
2205,145,Cardinia (S),OFFICER,3809,3809
2206,161,Casey (C),LYNBROOK,3975,3975
2207,118,Brimbank (C),DERRIMUT,3030,3030
2208,367,Knox (C),BORONIA,3155,3154
2209,460,Melbourne (C),MELBOURNE,3004,3004
2210,726,Wyndham (C),TARNEIT,3029,3029
2211,465,Melton (C),CAROLINE SPRINGS,3023,3023
2212,275,Greater Geelong (C),WHITTINGTON,3219,3219
2213,267,Greater Dandenong (C),BANGHOLME,3175,3175
2214,231,Glen Eira (C),CAULFIELD SOUTH,3162,3162
2215,726,Wyndham (C),TARNEIT,3029,3029
2216,460,Melbourne (C),NORTH MELBOURNE,3051,3051
2217,525,Moreland (C),GLENROY,3046,3046
2218,670,Wangaratta (RC),WANGARATTA,3676,3676
2219,617,South Gippsland (S),KOONWARRA,3954,3954
2220,231,Glen Eira (C),ELSTERNWICK,3185,3204
2221,211,East Gippsland (S),BAIRNSDALE,3875,3875
2222,161,Casey (C),BERWICK,3806,3806
2223,101,Benalla (RC),BENALLA,3672,3672
2224,707,Whittlesea (C),EPPING NORTH,3076,3076
2225,726,Wyndham (C),POINT COOK,3030,3030
2226,161,Casey (C),CLYDE,3978,3977
2227,745,Yarra Ranges (S),YARRA JUNCTION,3797,3797
2228,717,Wodonga (C),BARANDUDA,3691,3691
2229,726,Wyndham (C),WERRIBEE PLAZA,3030,3029
2230,726,Wyndham (C),TRUGANINA SOUTH,3029,3029
2231,145,Cardinia (S),OFFICER,3809,3809
2232,707,Whittlesea (C),DOREEN,3754,3754
2233,490,Moira (S),COBRAM,3644,3644
2234,262,Greater Bendigo (C),MAIDEN GULLY,3551,3551
2235,343,Kingston (C),CLARINDA,3169,3169
2236,460,Melbourne (C),RICHMOND,3121,3121
2237,413,Macedon Ranges (S),ROMSEY,3434,3440
2238,267,Greater Dandenong (C),SPRINGVALE SOUTH,3172,3172
2239,465,Melton (C),MELTON SOUTH,3338,3338
2240,745,Yarra Ranges (S),LILYDALE,3140,3140
2241,111,Boroondara (C),KEW,3101,3101
2242,161,Casey (C),NARRE WARREN NORTH,3804,3804
2243,311,Hobsons Bay (C),WILLIAMSTOWN,3016,3016
2244,74,Bass Coast (S),KOONWARRA,3954,3922
2245,534,Mornington Peninsula (S),ROSEBUD WEST,3939,3939
2246,189,Darebin (C),RESERVOIR,3073,3073
2247,460,Melbourne (C),NORTH MELBOURNE,3051,3051
2248,217,Frankston (C),FITZROY,3065,3065
2249,590,Port Phillip (C),SOUTH MELBOURNE,3205,3205
2250,111,Boroondara (C),HAWTHORN EAST,3123,3123
2251,57,Ballarat (C),ALFREDTON,3350,3350
2252,590,Port Phillip (C),SOUTH YARRA,3141,3182
2253,327,Hume (C),MOUNT RIDLEY,3064,3064
2254,249,Golden Plains (S),BANNOCKBURN,3331,3331
2255,485,Mitchell (S),KILMORE,3764,3764
2256,649,Surf Coast (S),TORQUAY NORTH,3228,3228
2257,74,Bass Coast (S),COWES,3922,3922
